说明：题型编号，数据结构用J表示，数据库原理用K表示，网络用W表示，软件工程用R表示，操作系统用Z表示，应用基础用C表示，多媒体技术用D表示，硬件部分用Y表示，移动互联应用用H表示，S表示数据表示和计算，L表示离散数学，Q表示软件知识产权；C语言用1表示，C++语言用2表示，Java语言用3表示，JavaScript用4表示，C#用5表示；难度用0和1表示，0表示简单，1表示困难。,,,,,,,,
题号,题型,题目,A,B,C,D,答案,难度
2970,4,HTML 文档的树状结构中，（）标签为文档的根节点，位于结构中的最顶层。,<HTML>,<HEAD>,<BODY>,<TITLE>,A,0
2971,4,在 HTML 页面中，CSS 样式的属性名为 background-image 对应的 style 对象的属性名是(),background,backgroungImage,image,background,B,0
2972,4,在使用 Javascript 实现省市级联菜单功能时，在添加城市列表前清空原来的下拉选项的代码是(),document.myform.selCity.options.clear(),document.myform.selCity.options.deleteAll(),document.myform.selCity.options.length=0,document.myform.selCity.options.size=0,C,1
2973,4,"HMTL 表单的首要标记是<form>,<form>标记的参数 method 表示表单发送的方法，可能为 get 或 post，下列关于 get 和 post 的描述正确的是()",post 方法传递的数据对客户端是不可见的,get 请求信息以查询字符串的形式发送，查询字符串长度没有大小限制,post 方法对发送数据的数量限制在 255 个字符之内,get 方法传递的数据对客户端是不可见的,D,1
2974,4,在 HTML 文档对象模型中，history 对象的（）用于加载历史列表中的下一个 URL 页面。,next(),back(),forward(),go(-1),C,0
2975,4,在 Javascript 中要改变页面文档的背景色，需要修改 document 对象的（）属性。,BackColor,BackgroundColor,BgColor,Background,C,0
2976,4,在 HTML 页面中，不能与 onChange 事件处理程序相关联的表单元素有(),文本框,复选框,列表框,按钮,D,0
2977,4,在 HTML 页面上编写 Javascript 代码时，应编写在（）标签中间。,.<javascript> 和</javascript>  ,.<script> 和</script>  ,<head> 和</head>,<body> 和</body>,B,0
2978,4,在 Javascript 浏览器对象模型中，window 对象的（）属性用来指定浏览器状态栏中显示的临时消息。,status,screen,history,document,A,0
2979,4,编写 Javascript 函数实现网页背景色选择器，下列选项中正确的是(),"function
  change(color)
{
 window
  .bgColor=color;
}","function 
  change(color)
{ document
  .bgColor=color;
}","function 
  change(color)
{
 body.
bgColor=color;
}","function 
  change(color)
{
 form
.bgColor=color;
}",B,1
2980,4,在 Javascript 中，可以使用 Date 对象的()方法返回一个月中的每一天。,getDate,getYear,getMonth,getTime,A,0
2981,5,C#语言是微软.NET公共语言运行环境中内置的核心程序设计语言，是一种（    ）。,面向过程程序设计语言,面向对象程序设计语言,跨平台程序设计语言,机器语言,B,0
2982,5,C#语言支持面向对象程序设计概念，（    ）。,但不支持继承,而且支持多继承,但仅支持单继承,支持单继承和多继承,C,0
2983,5,C#应用程序由一个或者多个类组成，一个应用程序的所有程序代码（    ）,必须封装在类中,不能封装在类中,必须封装在一个类中,必须封装在多个个类中,A,0
2984,5,C#应用程序中，导入其他系统预定义元素部分可以使用关键字（    ）,use,namespace,import,using,D,0
2985,5,命名空间是一种在程序中防止标识符命名冲突而引入的逻辑隔离机制，C#中使用关键字（    ）表示。,using,spacename,class,namespace,D,0
2986,5,C#应用程序中，用主方法指明程序执行的开始点，主方法的名字规定为（    ）。,class,main,Main,MainWay,C,0
2987,5,C#中的注释方法有三种，下列注释方法中错误的是（    ）,单行注释“/”,多行注释“/*和*/”,XML注释“///”,HTML注释“<!--和-->”,D,0
2988,5,下列对控制台应用程序描述正确的是（    ）,控制台（Console）应用程序就是对设备进行控制的应用程序,控制台（Console）应用程序包含了大量Windows系统的组成元素,控制台（Console）应用程序是C#语言能够开发的应用程序类型之一,控制台（Console）应用程序是基于标准C语言的单片机技术,C,0
2989,5,在控制台应用程序中，如果在程序开头使用usingSystem;语句引入了System命名空间，则下列对Read()和ReadLine()方法调用错误的是（    ）,System.Console.Read();,Console.Read();,Console.ReadLine();,Read();,D,1
2990,5,在C#的Windows应用程序中，不论任何控件，共同具有的是（    ）属性。,Text,Name,ForeColor,Caption,B,0
2991,5,C#程序中用到的数据分为两个大类，它们是（    ）。,值类型和引用类型,整型和实型,数值类型和字符类型,简单类型和复杂类型,A,0
2992,5,C#语言中，值类型数据对象占用的存储空间大小（    ）。,不固定,相对固定,可以任意指定,都是相同的,B,0
2993,5,C#语言中，引用类数据对象占用的存储空间大小（    ）。,不得而知,相对固定,都是相同的,随实际需要而定,D,0
2994,5,C#语言中，基本整型数据类型（int）所占用的存储空间为（    ）个字节。,1,2,4,8,C,0
2995,5,C#语言中，双精度实型数据类型（double）所占用的存储空间为（    ）个字节。,1,2,4,8,D,0
2996,5,C#语言中，字符数据使用Unicode字符集，其占用的存储空间为（    ）个字节。,1,2,4,8,B,0
2997,5,下面的运算符中，优先级别最低的是（    ）。,new,!=,？：,=,D,0
2998,5,设有整型变量x，则表达式x=5/8运算后，变量x的值为（    ）。,0,0.625,0.6,0.63,A,0
2999,5,"C#语言中，字符串常量@""123\n456""的长度（有效字符个数）是（    ）。",6,7,8,9,C,0
3000,5,C#语言中，与赋值运算符“=”实现相同操作的字符串处理方法是（    ）。,Compare,Concat,Copy,Substring,C,0
3001,5,C#应用程序中，标识符用于给程序处理的数据对象命名。组成标识符的字符为字母、数字和下划线，标识符的第一个字符（    ）。,必须是字母,必须是字母或者是下划线,必须是下划线,可以是字母或者是下划线,B,0
3002,5,在程序中如果要使用系统保留字（关键字）作为自定义标识符，必须使用字符（    ）作为引导符。,@,$,#,~,A,0
3003,5,下面所列的C#标识符中，错误的是（    ）。,myId,int,@if,_int,B,0
3004,5,下面所列的C#自定义标识符中，正确的是（    ）。,@double,$double,#double,~double,A,0
3005,5,C#中所有字符都是使用（    ）,Unicode编码表示,UTF-8编码表示,UTF-16编码,GBK编码,A,0
3006,5,当变量x的值在[1，100]范围内时，下面的C#表达式返回值为“真”的是（    ）。,1<=x<=100,x>=1||x<=100,x>1&&x<100,x>=1&&x<=100,D,0
3007,5,下面的C#表达式中，描述了数学关系x≥y≥z的是（     ）。,(x>=y)AND(y>=z),(x>=y)&&(y>=z),(x>=y>=z),(x>=y)&(y>=z),B,0
3008,5,"当变量x的值在[1,10]或[200,210]范围内时，下列C#表达式返回值为“真”的是（    ）。",(x>=1)&&(x<=10)&&(x>=200)&&(x<=210),(x>=1)||(x<=10)||(x>=200)||(x<=210),(x>=1)&&(x<=10)||(x>=200)&&(x<=210),(x>=1)||(x<=10)&&(x>=200)||(x<=210),C,0
3009,5,设有C#语句：int a=5，b=4;，则下列表示条件的表达式中值为“假”的是（    ）。,(a>b)&&(b>0&&a>0),(b>=0)&&(a<=b?a+b:a-b)>0,a>0&&!(b>0),(a<=0)||(a%b>0),C,0
3010,5,执行C#语句序列：int i;for(i=0;i++<4;);后，变量i的值是（     ）。,5,4,1,0,A,0
3011,5,在面向对象程序设计的概念中，对类(class)的描述，错误的是（    ）。,类(class)是一组具有相同数据结构和相同操作的对象的集合,类(class)用来定义对象可执行的操作,类(class)是创建对象实例的模板，对象是类的一个实例,当应用程序通过类(class)创建一个对象时，该对象就是一个窗口,D,0
3012,5,在默认的情况下，省略的类访问修饰符是（    ）,private,public,protected,internal,A,0
3013,5,"在下面的类声明中，属于私有字段的是（    ）
classPerson
{
 public string name;
 public string sex;
 private int age;
 private double weight;
}",name sex,age,weight,age weight,D,1
3014,5,类的属性中，能够修改字段值的代码块是（    ）,get代码块,set代码块,find代码块,modification代码块,B,0
3015,5,"下列类定义代码，当用来声明对象car，并用Carcar=newCar();实例化后，可以通过car对象直接赋值的字段是（    ）。
publicclassCar
{
 public string type;
 string No;
 private int heavy;
 double speed;
 protected string owner;
 public string price;
 private string color;
}",type No,heavy owner,type owner price,type price,D,1
3016,5,在System.Math类用于数学计算的静态方法中，返回类型为decimal的方法是（    ）。,Abs,Acos,Asin,Atan,A,0
3017,5,要计算5的7次方，可以利用System.Math类提供的静态方法是（    ）。,BigMul,Atan,Pow,Sqrt,C,1
3018,5,执行doublex=Math.Ceiling(-3.75)语句，x的值为（    ）。,4,-4,3,-3,D,0
3019,5,"通过string类的方法，将stringstr1=""MICROSOFTVISUALSTUDIO2008""转换成""microsoftvisualstudio2008""，正确的语句是（    ）。",str1.ToLower(),str1.ToUpper(),str1.ToUpper,str1.ToLower,A,1
3020,5,"执行下面的代码，表述正确的是（    ）。
Random rd=new Random();
int a=rd.Next(0,5);
Console.WriteLine(a);",a的值始终介于0到5之间，但不能是5,a的值始终介于0到5之间，但不能是5和0,a的值始终介于0到5之间，但不能是0,a的值始终介于0到5之间，包含0和5,A,1
3021,5,下面所列选项中，能够正确定义具有10个数据元素一维整型数组a的是（    ）。,int[] a=new int[10];,int a[10];,int[] a=int[10];,int[] a=int(10);,A,0
3022,5,下面所列选项中，不能正确定义并初始化一维数组b的是（    ）。,"double[] b=new double[5]{1,2,3,4,5};","double[] b=new double[]{1,2,3,4,5};","double[] b={1,2,3,4,5};","double[] b=new{1,2,3,4,5};",D,0
3023,5,下面所列选项中，能够正确定义2行3列二维整型数组a的是（    ）。,int[][] a=new int[2][3];,"int[，] a=new int[2,3];",int[2][3];,"int[，] a=int[2,3];",B,0
3024,5,下面所列选项中，不能正确定义并初始化二维数组a的是（    ）。,"int[,] a=new int[2,3]{{1,2,3},{4,5,6}};","int[,] a=new int[,]{{1,2,3},{4,5,6}};","int[,] a=new int[2,3]{1,2,3,4,5,6};","int[,] a={{1,2,3},{4,5,6}};",C,0
3025,5,设有C#数组定义语句：int[] a=new int[5];对数组a元素的正确引用是（    ）,a[5],a[100-100],a(0),a+1,B,0
3026,5,设有C#数组定义语句序列：double[] myArr;myArr=new double[10];数组元素myArr[5]的值为（    ）,0,‘0’,null,随机值,A,0
3027,5,"设有C#数组定义语句：float[，]a=new float[5,5];对数组a元素的正确引用是（    ）。",a[3][2],"a[4,5]","a[5,0]","a[0,0]",D,0
3028,5,在C#语言中，表示数组长度属性的关键字是（    ）。,Len,Size,Long,Length,D,0
3029,5,在C#语言中，数组Array实现一维数组由小到大排序的静态方法是（    ）。,Array.Sort,Array.Reverse,Array.Long,Array.Order,A,0
3030,5,在C#语言中，Array实现数组逆排序的静态方法Array.Reverse的意思是（    ）。,实现一维数组由小到大排序,实现一维数组由大到小排序,实现二维数组反向排序,实现一维数组反向排序,D,1
3031,5,要使窗体启动时位于屏幕中央，应设置窗体的StartPosition属性为（    ）。,CenterScreen,WindowsDefaultBounds,CenterParent,WindowsDefaultLocation,A,1
3032,5,卸载窗体的操作命令应为（    ）。,Move(),Hide(),Load(),Dispose(),D,1
3033,5,程序运行期间，用户拖动水平滚动条Scroll1的滑块时，若要在文本框Text1中随时反映滑块位置的变化，应将语句Text1.Text=Scroll1.Value写在（    ）事件过程内。,Scroll,Validated,StyleChanged,TabIndexChanged,A,1
3034,5,要使图片在PictureBox中按原大小完整显示，应设置SizeMode属性为（    ）。,AutoSize,StretchImage,CenterImage,Zoom,A,1
3035,5,Label控件的边框样式由（    ）属性决定。,FlatStyle,BorderStyle,BackColor,AutoSize,B,1
3036,5,若要获知ListBox控件中当前的列表项数目，可通过访问（    ）属性来实现。,List,ListIndex,ListCount,ItemData,C,1
3037,5,使用（    ）方法，可以把一个字符串数组的内容全部添加到ListBox控件中。,Add(),Remove(),Clear(),AddRange(),D,1
3038,5,要确定ComboBox控件的列表中第一个姓王的选项所在位置，应调用的方法是（    ）。,FindForm(),FindString(),BeginInvoke(),FindStringExct(),B,1
3039,5,访问组合框的（    ）属性，可以获得用户在组合框中输入或选择的数据。,Text,ItemData,SelectedIndex,SelectedValue,A,1
3040,5,通过SaveFileDialog对话框保存文件时，默认的初始路径由（    ）属性决定。,Filter,InitialDirectory,Modifiers,Tag,B,1
3041,5,如果ColorDialog的（    ）属性为true，颜色对话框则以包含调色板（规定自定义颜色）的扩展形式打开。,AnyColor,FullOpen,Modifiers,AllowFullOpen,B,1
3042,5,下列对象中，不可能添加到状态栏上的是（    ）。,ComboBox,StatusLabel,ProgressBar,DropDownButton,A,1
3043,5,在下列字形（FontStyle）中，不能通过FontDialog设置的是（    ）。,Bold,Dotted,Italic,Underline,B,1
3044,5,通过OpenFileDialog对话框打开文件时，默认的初始文件名由（    ）决定。,Filter,InitialDirectory,FileName,AutoExtension,C,1
3045,5,通过FolderBrowserDialog选择的文件目录保存在（    ）属性中。,RootFolder,InitialDirectory,Modifiers,SelectedPath,D,1
3046,5,DirectoryInfo类的实例对象用于获得指定目录下所有文件的方法是（    ）。,GetDirectories,GetFiles,GetHashCode,GetObjectData,B,1
3047,5,记载FileInfo类的实例对象的最近被修改时间的属性是（    ）。,LastAccessTime,LastAccessTimeUtc,LastWriteTime,LastWriteTimeUtc,C,1
3048,5,Directory类可以用（    ）方法获取指定目录下所有符合检索条件的文件。,GetAccessControl(),GetDirectoryRoot(),GetDirectories(),GetFileSystemEntries(),D,1
3049,5,FileStream类是设计用于处理文件输入输出操作中的（    ）的。,字节流,字符流,二进制流,数值流,A,1
3050,5,使用StreamReader对象的（    ）方法，可以一次性读取指定文件的全部内容。,Read(),ReadBlock(),ReadLine(),ReadToEnd(),D,1
3051,5,调用BinaryWriter对象的（    ），不能将写缓冲区中的数据写入目标文件。,Close(),Flush,Seek(),Write(),C,1
3052,5,通过FileStream对象创建新的文件，如果选择FileMode为（    ），则在指定的文件名已存在时将其覆盖。,Truncate,Open,CreateNew,Create,D,1
3053,5,判断由一个FileStream对象所代表的字节流是否支持查找操作，可依据的属性是（    ）。,CanRead,CanSeek,CanTimeout,CanWrite,B,1
3054,5,下列有关FileStream对象的文件访问模式（FileAccess）中错误的是（    ）。,Read,ReadWrite,Delete,Write,C,1
